1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
284秒,1,内科‐肾脏内科,3,2,2,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,4,4,3,3,4,3,4,2,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,4,3,2
309秒,1,外科‐其他,1,2,1,3,2,2,2,4,4,2,4,4,4,4,4,4,2,4,2,4,4,3,4,4,2,2,4,4,2,3,4,2,4,3,3,3,3,4,4,3,3,2,4,4,3,2,3,3,2,4,3,4,4,4,3,3,3,3,5,3,3,3,3,4,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2
427秒,1,外科‐其他,3,2,2,3,3,3,1,4,4,4,5,5,5,5,4,4,1,4,3,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
362秒,1,其他科室‐肿瘤科,1,2,1,3,2,2,1,3,4,1,4,5,5,5,2,3,1,5,2,5,4,4,4,5,1,5,5,5,1,5,5,1,4,1,1,2,2,3,4,2,2,1,2,5,2,2,2,2,3,4,3,4,4,4,4,3,4,3,5,3,3,4,5,4,4,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2
568秒,1,内科‐呼吸内科,5,2,3,2,3,6,4,3,4,3,4,5,4,4,4,3,3,4,4,4,4,4,3,4,2,2,4,4,2,4,4,2,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,5,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,4
609秒,1,其他科室‐急诊科,2,2,2,3,2,2,4,3,3,2,4,4,4,4,2,4,2,4,3,4,4,3,4,4,2,2,4,4,2,4,3,2,4,4,3,4,2,3,4,4,3,2,2,3,3,3,3,3,3,3,2,4,4,3,3,2,3,2,4,2,2,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
795秒,1,其他科室‐其他,5,2,2,4,3,6,1,1,1,1,5,5,5,5,1,5,1,5,1,5,5,3,5,5,1,1,5,4,1,5,5,1,5,1,1,1,1,3,5,3,3,3,3,3,3,3,3,3,2,4,3,3,3,2,5,5,3,5,5,4,4,5,5,5,5,5,2,3,5,5,3,5,5,5,5,5,3,3,4,5,5,3,3,3,3,3,3,3,3
777秒,1,外科‐泌尿外科,3,2,1,4,3,4,1,4,4,1,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,1,4,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,2,3,3,2,2,4,4,3,4,2,2,2,2,4,3,3,2,3,2,2,2,3,3,3,4,2,2,2,2,2,2,1,1
501秒,2,其他科室‐其他,3,2,2,3,3,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,1,2,1,5,5,5,5,5,2,2,2,2,2,2,4,5,2,3,3,4,2,2,3,2,3,3,3,3,3,3,3,3,3,5,3,4,1,2,2,3,4,4,4,2,1,1,1,1,2,2,1,1,1,2,1
618秒,1,外科‐泌尿外科,3,2,2,3,3,3,4,4,5,4,4,4,5,5,2,4,3,5,4,5,5,4,4,5,3,3,5,4,1,4,5,1,4,1,3,3,3,3,4,3,4,1,4,3,3,3,3,4,2,4,3,4,3,3,4,3,4,3,5,1,2,5,3,3,4,5,2,3,3,5,3,3,2,3,2,3,2,2,1,2,2,2,2,1,2,1,4,1,2
340秒,1,其他科室‐麻醉科,4,2,2,3,3,4,1,3,5,1,5,5,5,5,2,5,1,5,3,5,5,4,5,5,2,2,5,4,1,5,2,1,5,2,1,1,3,5,5,1,3,1,1,5,1,3,1,1,2,5,1,5,5,5,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
676秒,1,外科‐整形美容外科,2,2,2,3,2,3,4,3,4,2,4,4,4,4,4,4,2,4,2,4,4,2,4,4,2,2,4,4,2,4,4,2,4,2,4,4,4,2,4,4,4,2,4,4,4,3,4,4,4,4,2,4,4,4,4,3,2,2,4,2,1,3,3,4,1,4,1,1,2,3,2,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,1,1,1
344秒,1,内科‐其他,3,2,2,3,3,4,1,5,5,1,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,5,1,5,5,1,1,1,1,5,1,1,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1114秒,1,其他科室‐中医科,4,2,2,3,3,5,2,3,4,2,4,4,4,4,3,3,1,4,4,4,4,2,4,4,3,2,4,2,2,2,3,2,4,2,4,2,4,3,4,4,5,2,4,4,4,3,4,2,4,4,4,4,4,2,4,4,3,3,5,2,2,4,4,4,5,5,4,3,3,3,4,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2
544秒,1,内科‐其他,2,2,1,3,2,3,2,3,4,2,4,4,4,4,3,3,4,4,4,4,3,3,3,4,2,2,5,4,2,3,3,2,4,4,2,2,2,3,3,4,2,2,2,4,2,4,2,2,2,4,2,3,3,3,4,3,3,3,3,3,2,4,4,3,4,4,4,4,4,3,4,3,3,3,3,3,2,3,3,3,2,3,3,2,1,1,1,1,1
375秒,1,内科‐呼吸内科,3,2,2,3,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
336秒,1,内科‐其他,2,2,1,3,2,2,3,3,4,2,4,4,4,5,4,5,2,5,4,4,4,3,4,4,2,2,4,4,2,5,4,2,4,2,3,3,3,3,4,3,4,2,3,4,3,3,3,3,3,3,2,4,5,4,3,4,4,5,4,3,3,4,3,3,4,5,3,3,3,4,4,5,5,4,4,4,3,3,3,2,3,3,4,4,1,1,1,1,1
359秒,1,内科‐消化内科,1,2,1,3,1,1,3,3,3,2,5,5,5,4,4,4,1,4,4,4,4,4,4,4,1,1,2,4,2,3,4,2,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,3,4,3,4,3,4,4,4,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
512秒,1,外科‐泌尿外科,3,2,2,3,3,4,1,5,5,2,5,5,5,5,1,4,1,5,2,5,5,2,5,5,1,1,5,4,2,3,4,1,5,3,3,2,4,4,4,4,3,2,4,4,4,2,4,2,2,4,2,2,4,2,3,3,4,4,5,1,2,3,5,5,3,4,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
438秒,1,妇产科‐妇产科,5,2,2,3,3,6,2,3,4,2,5,5,5,5,2,5,5,5,2,5,5,3,5,5,1,2,5,4,4,5,3,2,5,2,3,3,3,4,3,4,2,2,2,4,2,3,3,2,2,3,3,3,3,3,2,3,3,1,3,4,3,5,4,4,4,4,2,2,4,2,4,4,2,3,1,2,3,3,3,1,2,1,5,5,4,4,3,2,1
496秒,1,其他科室‐其他,4,2,2,3,2,4,2,4,4,1,5,5,5,5,2,4,1,5,4,4,4,3,4,4,2,2,5,4,2,5,4,2,4,2,1,1,1,5,3,2,3,2,2,5,3,4,1,1,2,3,3,3,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,1,2,1,1
509秒,1,内科‐肾脏内科,5,2,2,2,3,5,2,4,4,2,5,5,5,5,2,5,3,4,2,5,5,2,3,5,2,4,5,3,2,4,3,2,4,3,2,2,4,4,4,4,4,2,3,3,3,2,3,2,2,3,4,4,4,3,3,1,3,1,1,2,3,4,5,5,5,5,4,3,2,3,3,3,2,4,3,2,2,2,2,2,2,4,3,3,2,2,3,1,2
326秒,1,其他科室‐ICU,2,2,1,3,2,3,4,3,5,1,5,5,5,5,3,5,1,5,4,5,4,4,4,5,1,1,5,3,2,3,4,1,4,3,3,2,5,5,4,1,1,1,3,5,2,3,2,1,4,4,1,5,5,5,5,5,4,3,5,3,1,5,2,5,5,5,5,2,1,5,4,5,3,2,4,5,5,5,5,5,5,1,1,5,4,1,1,4,2
759秒,1,其他科室‐其他,5,2,2,4,4,6,1,4,5,1,5,5,5,5,2,5,1,5,2,4,5,2,4,5,1,2,5,4,2,4,4,2,4,2,2,2,3,4,4,2,2,2,3,4,2,2,2,2,2,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
515秒,1,内科‐内分泌科,4,2,2,4,3,5,1,5,4,1,5,5,5,5,1,5,5,5,1,5,5,2,5,5,5,1,5,3,1,4,5,1,5,1,1,1,1,5,5,1,1,5,1,5,1,5,1,1,5,3,4,5,5,5,5,5,5,5,2,4,2,5,5,4,4,2,5,4,4,1,4,4,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1
546秒,1,其他科室‐耳鼻咽喉科,4,2,2,3,3,5,1,5,5,1,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,3,4,5,4,2,1,1,4,3,5,1,1,1,5,1,1,5,3,5,3,4,4,5,3,2,5,5,4,5,5,4,3,4,3,3,3,2,2,2,2,1,1,1,1,3,2,1,4,3,1,2,2,2
587秒,1,妇产科‐妇产科,2,2,2,3,2,3,1,5,5,1,5,5,4,4,1,4,2,4,1,4,5,1,4,4,1,1,4,3,1,2,4,1,4,1,1,1,1,4,4,1,1,1,4,4,1,1,1,1,1,4,1,1,4,4,1,1,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336秒,1,外科‐整形美容外科,2,2,2,3,2,2,3,3,3,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3
349秒,1,内科‐呼吸内科,2,2,1,3,2,3,4,4,4,1,5,5,5,5,4,4,1,4,5,4,4,4,4,5,1,1,5,5,1,5,4,2,4,4,4,2,2,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3
442秒,1,内科‐血液内科,3,2,2,3,2,3,1,5,5,1,5,5,5,5,1,5,1,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,1,1,1,4,4,1,1,1,1,5,1,5,1,1,5,1,1,5,5,5,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
598秒,1,外科‐泌尿外科,3,2,2,3,3,3,4,4,5,2,5,5,5,5,1,5,4,5,2,5,5,4,5,5,5,2,5,1,1,2,5,2,5,3,2,2,2,5,5,2,2,2,2,5,2,4,2,2,2,2,3,5,5,5,5,4,3,3,5,3,3,5,5,4,3,3,1,1,1,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
604秒,1,内科‐呼吸内科,3,2,2,4,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1603秒,1,其他科室‐麻醉科,2,2,2,3,2,2,2,4,4,2,4,4,4,4,2,4,2,4,2,4,4,2,4,4,2,2,4,4,2,4,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,4,2,2,2,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
518秒,1,内科‐心血管内科,4,2,2,3,3,4,3,4,4,2,4,4,4,4,3,3,2,4,2,4,4,3,3,4,3,2,4,3,2,3,4,2,4,3,2,3,3,3,3,3,3,2,3,4,4,3,2,2,2,2,2,4,4,3,2,2,3,3,3,3,3,4,5,3,2,2,4,3,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,1,2,1,1,1,1
396秒,1,内科‐消化内科,3,2,2,4,3,4,4,4,5,2,5,5,5,5,5,4,5,5,3,5,5,2,3,4,1,1,5,4,1,5,5,1,5,1,1,1,2,5,5,2,3,2,3,4,2,2,2,2,4,5,3,4,5,5,3,3,3,3,5,3,2,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,1
581秒,1,内科‐其他,2,2,2,3,2,3,1,4,4,4,4,4,4,4,1,4,2,5,3,4,4,4,4,4,2,1,5,4,1,3,5,2,4,1,1,1,1,4,3,1,1,1,1,3,1,2,3,3,3,3,1,5,2,2,3,3,3,4,5,1,1,5,5,5,3,5,5,5,5,5,3,2,4,4,3,3,3,2,4,1,1,1,3,3,2,1,3,1,3
2731秒,1,外科‐其他,2,2,2,3,3,3,2,4,4,2,4,4,4,4,2,3,2,4,4,4,4,2,4,4,1,2,5,4,1,4,4,2,4,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,4,3,1,2,2,2,5,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,1,4,4,4,4,3,2,3,3,2
438秒,1,内科‐其他,1,2,1,3,1,1,2,4,4,2,4,5,4,5,2,3,1,4,4,4,4,3,4,4,2,1,5,2,2,3,4,2,4,3,2,4,4,3,3,3,3,3,3,4,4,4,3,3,2,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,3,4,4,5,5,5,4,3,4,4,3,3,3,5,4,1,1,4,3,1,1,2,2
377秒,1,内科‐心血管内科,3,2,3,4,3,4,2,3,4,2,4,4,4,4,3,3,2,4,2,4,4,2,3,4,2,2,4,3,2,3,2,2,3,2,2,3,3,3,4,2,2,3,2,4,3,4,2,2,2,2,4,4,4,2,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2
434秒,1,其他科室‐麻醉科,3,2,2,3,3,4,2,5,5,2,5,5,5,5,4,4,4,4,4,5,4,3,4,4,2,3,3,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,5,4,4,4,4,2,3,3,3,4,4,4,4,4,3,3,3,3,2,4,3,3,3,3,2,3,2,2
500秒,1,其他科室‐ICU,3,1,2,4,3,4,3,4,4,1,5,5,5,5,2,4,2,5,2,4,4,3,4,5,2,1,5,4,1,4,4,2,4,2,3,3,3,3,4,3,4,4,3,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,2,2,2,2,4,2,3,3,3,3,2,3,2,2,3,2,3
450秒,1,外科‐整形美容外科,4,2,2,3,3,4,4,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,2,2,4,5,1,4,3,2,4,4,4,4,3,2,2,4,4,3,3,3,3,3,4,3,4,4,4,4,5,4,5,5,3,3,3,3,3,4,4,3,3,3,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3
441秒,1,其他科室‐其他,4,2,2,3,2,5,1,3,3,2,4,5,5,4,4,4,3,4,4,4,4,3,4,4,1,4,4,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
376秒,1,其他科室‐麻醉科,3,2,2,3,3,4,4,4,4,2,4,5,4,5,2,3,3,4,2,4,4,3,2,4,2,3,3,2,2,4,4,2,3,3,2,2,2,4,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,5,5,5,5,3,4,4,4,2,3,3,2,4,3,4,4,4,1,3,2,3,3,3,3,4,1,4,4,3,4,3,2,4,2,3
1236秒,1,外科‐其他,2,2,2,3,2,2,3,4,4,2,4,4,4,4,3,4,2,4,4,4,3,4,4,4,2,2,4,3,2,4,4,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
265秒,1,外科‐其他,3,2,2,3,2,4,3,4,4,1,4,4,4,4,3,4,4,3,3,3,4,2,4,4,2,2,4,2,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
885秒,1,外科‐其他,3,2,2,3,3,3,5,4,4,2,5,5,5,5,4,4,2,4,4,4,4,3,4,4,2,2,5,4,2,4,3,2,3,2,1,1,3,4,4,2,2,3,3,3,3,3,2,2,3,3,2,2,2,2,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2278秒,1,内科‐肾脏内科,3,2,2,3,3,4,2,4,4,2,5,5,5,5,2,4,4,4,2,4,4,4,4,5,5,4,5,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3
566秒,1,内科‐消化内科,1,2,1,3,2,2,2,3,4,2,5,5,5,5,2,4,4,4,2,4,4,2,4,4,1,1,5,1,1,2,4,1,4,2,1,1,1,4,3,2,3,1,2,5,1,1,1,1,1,3,1,5,5,5,3,1,3,1,3,1,1,4,4,4,4,2,3,4,4,4,3,3,3,3,3,3,3,3,2,1,3,1,1,3,1,1,1,1,1
483秒,1,外科‐整形美容外科,3,2,2,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,3,3,3,3,2,2,1,1,1,2,1
1403秒,1,外科‐泌尿外科,3,2,1,3,3,4,1,2,4,1,5,4,5,4,3,4,2,4,1,5,4,3,4,5,1,1,1,4,2,4,4,1,4,2,2,2,3,4,4,2,2,2,1,5,2,2,2,1,2,4,2,4,5,2,5,4,5,4,5,1,1,4,4,2,2,5,1,3,1,1,2,3,3,3,3,2,3,2,2,1,1,1,1,2,2,1,1,1,1
373秒,1,妇产科‐妇产科,4,2,2,3,3,4,2,4,2,3,5,5,5,5,2,4,4,5,5,5,4,4,4,5,1,1,4,4,5,5,4,1,5,3,1,1,2,2,5,4,4,4,4,4,1,1,2,1,4,5,3,3,3,3,5,4,3,5,5,5,5,5,5,5,5,5,3,5,5,5,3,3,4,4,4,3,1,4,4,1,4,5,5,3,4,5,4,1,3
289秒,1,内科‐其他,2,1,2,3,2,3,1,5,5,1,5,5,5,5,1,5,1,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,1,3,3,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1
430秒,1,内科‐血液内科,1,2,1,3,2,2,2,4,5,1,5,5,5,5,1,5,1,5,3,5,5,1,5,5,1,1,5,5,1,4,5,1,5,2,1,1,1,5,5,1,1,1,1,5,1,3,1,1,1,4,1,5,5,1,2,2,2,2,3,1,1,2,2,2,2,1,2,1,4,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
631秒,1,内科‐呼吸内科,3,2,2,3,3,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,4,4,3,4,2,3,3,3,2,4,2,2,2,3,4,2,2,2,2,2,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
698秒,1,其他科室‐其他,4,2,2,4,3,5,2,5,5,3,5,5,5,5,3,3,3,5,5,5,5,3,5,5,2,2,5,5,1,4,5,1,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
272秒,1,外科‐泌尿外科,2,2,1,3,2,3,3,4,4,4,4,5,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,2,4,2,3,3,3,4,3,4,3,4,4,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,4,3,2,3,4,3,3,3,2,3,3,3,2,3,3,3,2,2,2,3,2,1,3,2,3,2,2,2,2,1,1
526秒,1,其他科室‐麻醉科,3,2,2,4,3,3,1,4,3,1,5,5,5,5,1,3,1,4,2,4,4,1,3,5,1,1,5,2,2,2,4,1,4,1,1,1,1,4,2,1,1,1,1,3,1,2,1,1,1,3,2,3,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
399秒,1,内科‐消化内科,3,2,2,3,3,4,4,3,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,5,2,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
308秒,1,其他科室‐ICU,1,1,1,3,1,1,3,3,4,2,4,4,4,4,3,3,3,4,4,4,3,3,3,4,2,3,4,3,2,4,3,2,4,2,3,2,2,3,3,3,2,3,2,3,3,3,2,2,3,4,2,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,2,2,3,2,2,2,2,2
544秒,1,其他科室‐ICU,2,2,2,3,3,3,4,4,5,2,5,5,5,5,4,4,1,5,2,5,5,4,4,4,1,1,5,1,1,3,5,1,5,3,2,2,2,5,4,5,4,1,2,5,2,4,1,1,1,4,4,3,4,4,3,5,3,5,5,1,1,4,3,3,5,5,4,3,1,5,3,5,4,3,3,3,2,2,3,4,1,1,1,5,5,1,1,5,5
344秒,1,内科‐心血管内科,1,2,1,3,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,3,1,4,1,4,4,4,4,4,2,2,2,2,4,2,2,4,4,3,2,2,4,4,2,4,4,3,4,5,1,1,5,5,5,5,5,5,5,5,5,3,4,3,3,3,3,2,2,1,1,1,4,3,3,4,1,1,1,4
282秒,1,其他科室‐ICU,3,2,2,4,3,3,2,5,5,2,5,5,5,5,5,5,5,5,2,5,5,2,5,5,1,4,5,5,2,5,4,1,5,3,4,4,5,5,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
338秒,1,其他科室‐其他,5,2,2,3,3,5,2,4,4,1,5,5,4,5,5,5,1,4,3,4,3,4,3,3,3,3,3,4,1,3,3,1,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
326秒,1,内科‐血液内科,3,2,2,3,3,3,2,4,5,2,4,4,4,5,2,3,3,4,4,4,3,3,4,5,1,1,5,4,3,4,3,1,3,3,2,2,1,4,4,2,2,2,3,4,2,3,2,1,2,4,2,3,4,3,3,3,2,3,5,1,1,4,2,3,3,3,1,1,1,4,2,4,3,2,3,3,4,3,3,3,3,1,1,3,1,1,1,1,1
685秒,1,外科‐泌尿外科,4,2,2,3,3,4,1,5,5,1,5,5,5,5,5,5,1,5,4,5,5,2,4,5,5,1,5,5,5,5,5,1,5,1,2,3,3,4,5,4,5,5,5,5,3,5,5,5,4,3,3,4,4,4,3,2,3,3,5,5,3,5,5,3,3,4,1,1,2,3,3,3,2,1,1,3,3,3,1,1,2,2,2,1,2,1,1,1,1
506秒,1,妇产科‐妇产科,3,2,2,3,3,3,2,4,4,2,5,5,4,5,2,5,1,5,2,5,4,2,4,5,1,1,5,4,1,4,4,2,4,2,2,2,2,4,4,2,2,2,2,4,2,3,2,2,2,4,1,4,4,2,3,3,3,3,5,2,2,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,1,1
559秒,1,内科‐其他,3,2,2,3,2,3,1,1,1,1,5,5,5,5,1,5,1,5,1,5,5,1,5,5,1,1,5,5,1,5,5,1,5,1,3,3,5,3,5,5,5,1,3,5,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
382秒,1,内科‐呼吸内科,3,2,1,3,3,4,1,5,5,1,1,1,5,1,1,1,1,1,5,1,1,5,5,5,1,1,5,4,5,5,5,5,5,5,1,1,1,5,5,1,1,5,1,1,1,5,1,1,5,5,1,4,4,4,2,2,2,2,5,2,1,2,3,1,2,2,3,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
6661秒,1,外科‐神经外科,1,2,1,3,1,2,3,2,4,1,3,4,3,4,4,4,1,3,3,4,3,5,3,4,1,1,4,3,3,3,4,2,3,3,2,3,2,3,4,1,1,2,4,4,4,3,3,3,2,4,4,4,4,3,4,3,4,3,4,2,3,3,3,4,4,4,4,4,4,3,3,3,3,4,2,4,3,3,3,1,2,3,1,2,3,1,2,2,2
390秒,1,内科‐内分泌科,2,2,1,3,2,2,4,4,4,4,4,5,4,5,4,4,4,5,4,4,4,3,4,4,1,3,4,4,2,4,3,3,3,3,2,2,2,4,3,2,4,4,2,4,2,3,2,2,2,5,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
